node	inferred introns
286	218.0182313547800
285	222.50585279584400
288	224.61275582957100
290	238.02102564431700
289	226.03710417460800
287	235.5844554036570
284	234.09059696877600
291	227.64015608495600
283	225.87948105883800
292	163.87827956877900
282	192.19587219127600
281	243.54671483183800
280	279.1399175024510
295	437.84240519517900
300	408.5458415604350
299	417.3227505115490
298	424.95688411873300
297	427.6798622529730
302	457.9593273315810
301	455.32145021416600
296	451.27191915079500
294	451.18447764129700
306	479.197284047514
305	436.0106229858260
304	437.66434617135500
312	421.5042779333080
311	438.31293046475900
315	402.74024624784500
314	412.7451900255510
318	433.0604060622100
317	444.0431649865500
316	421.31093532236000
313	430.9017735802120
310	437.3833899212780
309	439.5259075263380
308	436.93102315626
320	397.33643743615900
319	403.3154011528360
307	426.1668002759610
303	447.26711082231300
293	444.8261041198900
279	435.4174976793470
278	602.3711524081980
327	375.388896098634
328	379.9222987647930
326	377.5002576718010
325	394.25959373390600
330	411.9384029488610
329	421.29360338117300
324	463.33817579627700
323	466.7629141488700
322	463.40153760495100
333	152.6565950093930
338	197.38564740461300
337	200.18506448619100
336	166.50120410023600
335	169.415205423976
339	198.03129756863200
334	174.2530772019090
332	169.4244003839090
331	335.02467652837800
321	480.17208116342700
277	602.2926756544200
344	341.6986919092060
343	326.9057802838540
342	326.87888990601100
345	346.23698396046100
341	328.17609299686700
350	364.00898939574900
349	362.5806842742140
354	362.99917750356800
353	369.3925913418290
352	368.98244168364000
351	381.2997574169540
348	353.8758753488700
357	290.86350771152600
356	322.1020382199780
363	332.3469851991150
362	338.3746016296970
361	337.57279888648200
365	233.8293189419770
364	285.197573004488
360	350.3116992881310
368	341.4487322325660
370	317.4408218976180
369	333.67814792925300
367	346.88770566214200
372	327.07901450992600
371	336.58117202411200
366	363.24276499458800
359	364.841064385323
377	301.4596324929470
376	301.82753183931700
375	304.5035939355250
374	316.5043284135080
373	334.4952045416660
358	352.92131676887400
355	354.19178276000800
347	354.1530287058940
384	194.1575206501590
383	265.37162402336
382	329.0109934329090
386	248.7354249407590
385	248.67526937911400
381	291.9876153307800
387	291.51946197012400
380	321.5158633916360
391	431.9291079728170
390	431.8668061597210
389	368.61891381566100
388	350.1530342673230
379	344.16869744447400
392	320.27132647591500
378	349.79490783635900
346	349.495645268793
340	304.62337649060500
276	603.2828867291280
395	150.05182971832600
402	10.003548988007800
401	10.003312885595300
406	6.020338824056690
408	5.180223713778080
407	5.064173385395400
405	6.020136448326880
404	9.167083342783380
403	10.279988441678900
400	10.003142541601200
410	4.240174423718640
409	4.1914162708808500
399	10.003070432213000
414	7.395373834739060
413	13.482183085378700
412	31.614916413712300
411	28.419270877894900
398	28.355166388129000
397	28.314168977854100
416	20.79107552807820
421	2.1079875220786400
423	0.010998200419584800
422	2.0104730935985500
420	2.010049217606720
419	2.64222253528811
425	3.0168710397569600
426	4.022618077907740
424	4.022268791055950
418	4.021963685613740
417	19.421014861811600
415	27.769777163799100
396	45.99024637484970
394	149.9588588097280
393	1043.71727871343
275	1824.9066008426500
429	1737.3364979079200
431	206.28324377551400
434	228.7082626631840
433	284.8647744937210
432	1868.063978182870
430	1860.432928273390
428	1949.2429670669800
436	1166.164235963590
438	884.1333192173880
437	894.857598010978
435	1168.413239323280
427	2067.8237856512700
274	2067.749352246670
452	2412.981734846330
451	2458.3601214890600
453	2229.6346253751400
450	2460.519383401990
454	2273.200236196860
449	2456.663474811040
448	2488.775976111050
455	2443.9122182072800
447	2499.3874669410600
461	2316.641838885650
463	2332.6906025426000
462	2447.666199274000
460	2463.7959994702600
459	2492.1207105777300
466	2469.640757140390
469	2435.0708200658100
468	2477.0165619208400
467	2487.966237938000
465	2522.0272081107900
464	2530.816277296770
458	2514.780410557950
457	2498.508086002000
473	2391.7582825323800
472	2424.0074464379900
471	2481.542773828730
470	2508.933939819020
456	2508.396209915370
446	2511.6403151011400
445	2539.7513296093500
444	2659.8465740289200
475	2684.5449981913100
474	2700.407038137520
443	2707.8122688426700
477	2385.8598057085200
476	2618.296725168950
442	2190.360515781540
478	1046.5270993855900
441	2008.7706953720700
481	244.86823307405700
480	267.9046591617220
487	514.3952451915250
486	1017.4681403909500
485	1488.2526877103800
484	1604.5719863924700
483	1604.4911219722300
492	56.808374445352900
495	60.89535189437780
496	47.50029976285050
494	62.484083844035300
493	72.0849000187446
491	75.0232447323234
490	105.5775030738340
489	532.5323800957900
488	642.3972989012340
482	1604.4120138780000
479	1641.4837499794200
440	1818.3337287905600
499	2452.807593290720
498	2153.1980402640300
503	2101.4502287033000
502	2108.0062673723600
501	2118.2104529664100
500	1843.2294593522400
497	1897.6583267607500
439	1769.2288966875300
273	2154.657587094000
507	1161.1176119094000
506	1443.1463309134400
505	2036.3674231207000
504	2522.8277892681000
272	2537.1317203034400
271	2653.4781985250300
270	2619.521257861790
508	2585.898673630200
269	2769.590037471530
516	0.010751146666714200
515	0.010752754635396700
514	0.010752949886007600
518	0.013655782980955100
517	23.53163491252580
513	0.015699215786354900
519	0.010751374304264700
512	0.01075216606786970
511	0.010776602907244900
522	0.010751128274748700
521	0.010751459781587600
520	0.010777381382936600
510	0.20998864617803900
509	1525.2983523047200
268	2686.7105057317000
267	2952.6860647116900
266	1232.605851065690
